travelCode;userCode;name;place;days;price;total;date
104530;1037;Hotel BW;Campo Grande (MS);2;60.39;120.78;2021/01/21
104531;1037;Hotel BW;Campo Grande (MS);3;60.39;181.17;2021/01/28
104532;1037;Hotel BD;Natal (RN);4;242.88;971.52;2021/02/04
104535;1037;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/02/25
104536;1037;Hotel AU;Recife (PE);4;312.83;1251.32;2021/03/04
104538;1037;Hotel K;Salvador (BH);4;263.41;1053.64;2021/03/18
104539;1037;Hotel AU;Recife (PE);4;312.83;1251.32;2021/03/25
104540;1037;Hotel BD;Natal (RN);2;242.88;485.76;2021/04/01
104543;1037;Hotel BP;Brasilia (DF);1;247.62;247.62;2021/04/22
104546;1037;Hotel AU;Recife (PE);1;312.83;312.83;2021/05/13
104547;1037;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2021/05/20
104553;1037;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2021/07/01
104557;1037;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/07/29
104558;1037;Hotel BW;Campo Grande (MS);3;60.39;181.17;2021/08/05
104561;1037;Hotel Z;Aracaju (SE);1;208.04;208.04;2021/08/26
104562;1038;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2019/09/26
104564;1038;Hotel Z;Aracaju (SE);2;208.04;416.08;2019/10/10
104567;1038;Hotel BP;Brasilia (DF);4;247.62;990.48;2019/10/31
104569;1038;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2019/11/14
104576;1038;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/01/02
104577;1038;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/01/09
104578;1038;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/01/16
104581;1038;Hotel AU;Recife (PE);1;312.83;312.83;2020/02/06
104582;1038;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/02/13
104590;1038;Hotel BD;Natal (RN);4;242.88;971.52;2020/04/09
104593;1038;Hotel BD;Natal (RN);4;242.88;971.52;2020/04/30
104599;1038;Hotel BD;Natal (RN);3;242.88;728.64;2020/06/11
104603;1039;Hotel Z;Aracaju (SE);1;208.04;208.04;2019/10/17
104606;1039;Hotel AU;Recife (PE);3;312.83;938.49;2019/11/07
104610;1039;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2019/12/05
104632;1039;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/05/07
104635;1039;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/05/28
104639;1039;Hotel BD;Natal (RN);2;242.88;485.76;2020/06/25
104641;1039;Hotel BW;Campo Grande (MS);4;60.39;241.56;2020/07/09
104644;1039;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/07/30
104656;1039;Hotel BP;Brasilia (DF);3;247.62;742.86;2020/10/22
104658;1039;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/11/05
104660;1039;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/11/19
104661;1039;Hotel BD;Natal (RN);3;242.88;728.64;2020/11/26
104662;1039;Hotel BD;Natal (RN);1;242.88;242.88;2020/12/03
104665;1039;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/12/24
104667;1039;Hotel K;Salvador (BH);3;263.41;790.23;2021/01/07
104668;1039;Hotel BP;Brasilia (DF);4;247.62;990.48;2021/01/14
104672;1039;Hotel BP;Brasilia (DF);3;247.62;742.86;2021/02/11
104673;1039;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2021/02/18
104677;1039;Hotel BP;Brasilia (DF);3;247.62;742.86;2021/03/18
104678;1039;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2021/03/25
104682;1039;Hotel AU;Recife (PE);3;312.83;938.49;2021/04/22
104683;1039;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2021/04/29
104687;1039;Hotel AU;Recife (PE);3;312.83;938.49;2021/05/27
104698;1039;Hotel BW;Campo Grande (MS);4;60.39;241.56;2021/08/12
104701;1039;Hotel AU;Recife (PE);1;312.83;312.83;2021/09/02
104707;1039;Hotel AU;Recife (PE);4;312.83;1251.32;2021/10/14
104714;1039;Hotel K;Salvador (BH);4;263.41;1053.64;2021/12/02
104717;1039;Hotel Z;Aracaju (SE);2;208.04;416.08;2021/12/23
104719;1039;Hotel BD;Natal (RN);3;242.88;728.64;2022/01/06
104720;1039;Hotel AU;Recife (PE);2;312.83;625.66;2022/01/13
104721;1039;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2022/01/20
104722;1039;Hotel BP;Brasilia (DF);2;247.62;495.24;2022/01/27
104724;1039;Hotel BD;Natal (RN);1;242.88;242.88;2022/02/10
104725;1039;Hotel AU;Recife (PE);2;312.83;625.66;2022/02/17
104726;1039;Hotel Z;Aracaju (SE);1;208.04;208.04;2022/02/24
104727;1039;Hotel Z;Aracaju (SE);1;208.04;208.04;2022/03/03
104731;1039;Hotel BW;Campo Grande (MS);2;60.39;120.78;2022/03/31
104733;1039;Hotel AU;Recife (PE);2;312.83;625.66;2022/04/14
104745;1039;Hotel K;Salvador (BH);4;263.41;1053.64;2022/07/07
104752;1039;Hotel K;Salvador (BH);2;263.41;526.82;2022/08/25
104753;1039;Hotel K;Salvador (BH);1;263.41;263.41;2022/09/01
104760;1039;Hotel BW;Campo Grande (MS);1;60.39;60.39;2022/10/20
104763;1039;Hotel BW;Campo Grande (MS);3;60.39;181.17;2022/11/10
104772;1039;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2023/01/12
104783;1040;Hotel K;Salvador (BH);3;263.41;790.23;2019/11/14
104784;1040;Hotel AU;Recife (PE);1;312.83;312.83;2019/11/21
104785;1040;Hotel K;Salvador (BH);2;263.41;526.82;2019/11/28
104790;1040;Hotel AU;Recife (PE);1;312.83;312.83;2020/01/02
104793;1040;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/01/23
104799;1040;Hotel BP;Brasilia (DF);2;247.62;495.24;2020/03/05
104801;1040;Hotel BP;Brasilia (DF);3;247.62;742.86;2020/03/19
104803;1040;Hotel AU;Recife (PE);2;312.83;625.66;2020/04/02
104807;1040;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/04/30
104809;1040;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/05/14
104811;1040;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/05/28
104812;1040;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/06/04
104813;1040;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/06/11
104815;1040;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/06/25
104816;1040;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/07/02
104817;1040;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/07/09
104821;1040;Hotel BD;Natal (RN);4;242.88;971.52;2020/08/06
104826;1040;Hotel BP;Brasilia (DF);2;247.62;495.24;2020/09/10
104827;1040;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/09/17
104828;1040;Hotel BD;Natal (RN);4;242.88;971.52;2020/09/24
104842;1040;Hotel BD;Natal (RN);2;242.88;485.76;2020/12/31
104848;1040;Hotel BW;Campo Grande (MS);1;60.39;60.39;2021/02/11
104850;1040;Hotel K;Salvador (BH);3;263.41;790.23;2021/02/25
104851;1040;Hotel AU;Recife (PE);4;312.83;1251.32;2021/03/04
104852;1040;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2021/03/11
104858;1040;Hotel BP;Brasilia (DF);2;247.62;495.24;2021/04/22
104863;1040;Hotel AU;Recife (PE);3;312.83;938.49;2021/05/27
104866;1040;Hotel AU;Recife (PE);4;312.83;1251.32;2021/06/17
104868;1040;Hotel K;Salvador (BH);1;263.41;263.41;2021/07/01
104870;1040;Hotel BW;Campo Grande (MS);2;60.39;120.78;2021/07/15
104872;1040;Hotel Z;Aracaju (SE);4;208.04;832.16;2021/07/29
104873;1040;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2021/08/05
104875;1040;Hotel Z;Aracaju (SE);1;208.04;208.04;2021/08/19
104877;1040;Hotel K;Salvador (BH);3;263.41;790.23;2021/09/02
104882;1040;Hotel AU;Recife (PE);2;312.83;625.66;2021/10/07
104894;1040;Hotel AU;Recife (PE);3;312.83;938.49;2021/12/30
104898;1040;Hotel AU;Recife (PE);1;312.83;312.83;2022/01/27
104905;1040;Hotel K;Salvador (BH);4;263.41;1053.64;2022/03/17
104906;1040;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2022/03/24
104916;1040;Hotel Z;Aracaju (SE);4;208.04;832.16;2022/06/02
104917;1040;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2022/06/09
104920;1040;Hotel BP;Brasilia (DF);4;247.62;990.48;2022/06/30
104922;1040;Hotel Z;Aracaju (SE);3;208.04;624.12;2022/07/14
104925;1040;Hotel K;Salvador (BH);3;263.41;790.23;2022/08/04
104927;1040;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2022/08/18
104931;1040;Hotel BP;Brasilia (DF);3;247.62;742.86;2022/09/15
104934;1040;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2022/10/06
104935;1040;Hotel K;Salvador (BH);4;263.41;1053.64;2022/10/13
104946;1041;Hotel BD;Natal (RN);1;242.88;242.88;2019/10/24
104947;1041;Hotel K;Salvador (BH);1;263.41;263.41;2019/10/31
104948;1041;Hotel BW;Campo Grande (MS);4;60.39;241.56;2019/11/07
104951;1041;Hotel K;Salvador (BH);3;263.41;790.23;2019/11/28
104954;1041;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2019/12/19
104955;1041;Hotel K;Salvador (BH);4;263.41;1053.64;2019/12/26
104964;1041;Hotel K;Salvador (BH);1;263.41;263.41;2020/02/27
104965;1041;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/03/05
104969;1041;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/04/02
104974;1041;Hotel BW;Campo Grande (MS);4;60.39;241.56;2020/05/07
104975;1041;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/05/14
104977;1041;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/05/28
104980;1041;Hotel Z;Aracaju (SE);4;208.04;832.16;2020/06/18
104982;1041;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/07/02
104983;1041;Hotel K;Salvador (BH);2;263.41;526.82;2020/07/09
104985;1041;Hotel BP;Brasilia (DF);2;247.62;495.24;2020/07/23
104987;1041;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/08/06
104993;1041;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/09/17
105000;1041;Hotel BW;Campo Grande (MS);4;60.39;241.56;2020/11/05
105002;1041;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/11/19
105006;1041;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/12/17
105008;1041;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/12/31
105009;1041;Hotel K;Salvador (BH);3;263.41;790.23;2021/01/07
105016;1041;Hotel Z;Aracaju (SE);1;208.04;208.04;2021/02/25
105018;1041;Hotel AU;Recife (PE);2;312.83;625.66;2021/03/11
105019;1041;Hotel BW;Campo Grande (MS);2;60.39;120.78;2021/03/18
105021;1041;Hotel BD;Natal (RN);3;242.88;728.64;2021/04/01
105022;1041;Hotel AU;Recife (PE);3;312.83;938.49;2021/04/08
105023;1041;Hotel BW;Campo Grande (MS);3;60.39;181.17;2021/04/15
105027;1041;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2021/05/13
105028;1041;Hotel BD;Natal (RN);2;242.88;485.76;2021/05/20
105031;1041;Hotel K;Salvador (BH);4;263.41;1053.64;2021/06/10
105033;1041;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2021/06/24
105034;1041;Hotel K;Salvador (BH);1;263.41;263.41;2021/07/01
105036;1041;Hotel Z;Aracaju (SE);3;208.04;624.12;2021/07/15
105039;1041;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/08/05
105046;1041;Hotel BD;Natal (RN);1;242.88;242.88;2021/09/23
105047;1041;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/09/30
105049;1041;Hotel BD;Natal (RN);4;242.88;971.52;2021/10/14
105056;1041;Hotel BP;Brasilia (DF);3;247.62;742.86;2021/12/02
105061;1041;Hotel AU;Recife (PE);3;312.83;938.49;2022/01/06
105062;1041;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2022/01/13
105070;1041;Hotel BW;Campo Grande (MS);2;60.39;120.78;2022/03/10
105071;1041;Hotel BP;Brasilia (DF);2;247.62;495.24;2022/03/17
105072;1041;Hotel BW;Campo Grande (MS);4;60.39;241.56;2022/03/24
105087;1041;Hotel BD;Natal (RN);3;242.88;728.64;2022/07/07
105088;1041;Hotel Z;Aracaju (SE);4;208.04;832.16;2022/07/14
105091;1041;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2022/08/04
105094;1041;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2022/08/25
105097;1041;Hotel AU;Recife (PE);1;312.83;312.83;2022/09/15
105099;1041;Hotel BD;Natal (RN);1;242.88;242.88;2022/09/29
105101;1041;Hotel BD;Natal (RN);3;242.88;728.64;2022/10/13
105102;1041;Hotel K;Salvador (BH);1;263.41;263.41;2022/10/20
105108;1041;Hotel BP;Brasilia (DF);3;247.62;742.86;2022/12/01
105109;1041;Hotel BD;Natal (RN);4;242.88;971.52;2022/12/08
105119;1041;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2023/02/16
105120;1041;Hotel Z;Aracaju (SE);3;208.04;624.12;2023/02/23
105129;1041;Hotel Z;Aracaju (SE);4;208.04;832.16;2023/04/27
105130;1041;Hotel K;Salvador (BH);1;263.41;263.41;2023/05/04
105134;1041;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2023/06/01
105137;1042;Hotel Z;Aracaju (SE);3;208.04;624.12;2019/10/10
105139;1042;Hotel K;Salvador (BH);2;263.41;526.82;2019/10/24
105141;1042;Hotel BP;Brasilia (DF);4;247.62;990.48;2019/11/07
105143;1042;Hotel K;Salvador (BH);4;263.41;1053.64;2019/11/21
105146;1042;Hotel BW;Campo Grande (MS);3;60.39;181.17;2019/12/12
105154;1042;Hotel AU;Recife (PE);2;312.83;625.66;2020/02/06
105156;1042;Hotel BD;Natal (RN);4;242.88;971.52;2020/02/20
105160;1042;Hotel K;Salvador (BH);2;263.41;526.82;2020/03/19
105161;1042;Hotel BW;Campo Grande (MS);1;60.39;60.39;2020/03/26
105174;1042;Hotel Z;Aracaju (SE);3;208.04;624.12;2020/06/25
105175;1042;Hotel K;Salvador (BH);2;263.41;526.82;2020/07/02
105176;1042;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/07/09
105185;1042;Hotel K;Salvador (BH);3;263.41;790.23;2020/09/10
105189;1042;Hotel BP;Brasilia (DF);1;247.62;247.62;2020/10/08
105190;1042;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/10/15
105192;1042;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/10/29
105194;1042;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/11/12
105196;1042;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/11/26
105211;1043;Hotel AU;Recife (PE);2;312.83;625.66;2019/09/26
105213;1043;Hotel AU;Recife (PE);2;312.83;625.66;2019/10/10
105223;1043;Hotel BP;Brasilia (DF);1;247.62;247.62;2019/12/19
105224;1043;Hotel BW;Campo Grande (MS);4;60.39;241.56;2019/12/26
105227;1043;Hotel AU;Recife (PE);2;312.83;625.66;2020/01/16
105229;1043;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/01/30
105231;1043;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/02/13
105241;1043;Hotel BD;Natal (RN);3;242.88;728.64;2020/04/23
105245;1043;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/05/21
105247;1043;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/06/04
105251;1043;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/07/02
105252;1043;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/07/09
105254;1043;Hotel Z;Aracaju (SE);4;208.04;832.16;2020/07/23
105256;1043;Hotel AU;Recife (PE);4;312.83;1251.32;2020/08/06
105259;1043;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/08/27
105264;1043;Hotel BP;Brasilia (DF);1;247.62;247.62;2020/10/01
105268;1043;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/10/29
105269;1043;Hotel BD;Natal (RN);1;242.88;242.88;2020/11/05
105270;1043;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/11/12
105271;1043;Hotel AU;Recife (PE);1;312.83;312.83;2020/11/19
105273;1043;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/12/03
105275;1043;Hotel BP;Brasilia (DF);1;247.62;247.62;2020/12/17
105283;1043;Hotel AU;Recife (PE);4;312.83;1251.32;2021/02/11
105284;1043;Hotel K;Salvador (BH);1;263.41;263.41;2021/02/18
105286;1043;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/03/04
105293;1043;Hotel K;Salvador (BH);2;263.41;526.82;2021/04/22
105298;1043;Hotel BD;Natal (RN);3;242.88;728.64;2021/05/27
105299;1043;Hotel BP;Brasilia (DF);2;247.62;495.24;2021/06/03
105310;1043;Hotel BW;Campo Grande (MS);3;60.39;181.17;2021/08/19
105317;1043;Hotel AU;Recife (PE);2;312.83;625.66;2021/10/07
105330;1043;Hotel BP;Brasilia (DF);3;247.62;742.86;2022/01/06
105332;1043;Hotel AU;Recife (PE);1;312.83;312.83;2022/01/20
105333;1043;Hotel BW;Campo Grande (MS);3;60.39;181.17;2022/01/27
105340;1043;Hotel AU;Recife (PE);2;312.83;625.66;2022/03/17
105344;1044;Hotel BD;Natal (RN);4;242.88;971.52;2019/10/10
105346;1044;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2019/10/24
105348;1044;Hotel Z;Aracaju (SE);3;208.04;624.12;2019/11/07
105352;1044;Hotel AU;Recife (PE);4;312.83;1251.32;2019/12/05
105365;1044;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/03/05
105369;1044;Hotel BD;Natal (RN);1;242.88;242.88;2020/04/02
105370;1044;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/04/09
105371;1045;Hotel BD;Natal (RN);3;242.88;728.64;2019/09/26
105375;1045;Hotel Z;Aracaju (SE);4;208.04;832.16;2019/10/24
105384;1045;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2019/12/26
105400;1045;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/04/16
105402;1045;Hotel AU;Recife (PE);1;312.83;312.83;2020/04/30
105407;1045;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/06/04
105409;1045;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/06/18
105410;1045;Hotel K;Salvador (BH);3;263.41;790.23;2020/06/25
105414;1045;Hotel BW;Campo Grande (MS);1;60.39;60.39;2020/07/23
105415;1045;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/07/30
105423;1045;Hotel K;Salvador (BH);2;263.41;526.82;2020/09/24
105426;1045;Hotel AU;Recife (PE);2;312.83;625.66;2020/10/15
105437;1045;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/12/31
105438;1045;Hotel AU;Recife (PE);1;312.83;312.83;2021/01/07
105439;1045;Hotel BD;Natal (RN);3;242.88;728.64;2021/01/14
105452;1046;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2019/10/03
105461;1046;Hotel Z;Aracaju (SE);4;208.04;832.16;2019/12/05
105463;1046;Hotel BD;Natal (RN);2;242.88;485.76;2019/12/19
105467;1046;Hotel K;Salvador (BH);2;263.41;526.82;2020/01/16
105471;1046;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/02/13
105472;1046;Hotel AU;Recife (PE);3;312.83;938.49;2020/02/20
105474;1046;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/03/05
105477;1046;Hotel K;Salvador (BH);3;263.41;790.23;2020/03/26
105478;1046;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/04/02
105480;1046;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/04/16
105484;1046;Hotel BP;Brasilia (DF);3;247.62;742.86;2020/05/14
105487;1046;Hotel AU;Recife (PE);1;312.83;312.83;2020/06/04
105489;1046;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/06/18
105490;1046;Hotel Z;Aracaju (SE);3;208.04;624.12;2020/06/25
105491;1046;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/07/02
105494;1046;Hotel BD;Natal (RN);4;242.88;971.52;2020/07/23
105495;1046;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/07/30
105499;1046;Hotel Z;Aracaju (SE);3;208.04;624.12;2020/08/27
105501;1046;Hotel BD;Natal (RN);2;242.88;485.76;2020/09/10
105502;1046;Hotel BP;Brasilia (DF);1;247.62;247.62;2020/09/17
105503;1046;Hotel BD;Natal (RN);4;242.88;971.52;2020/09/24
105507;1046;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/10/22
105515;1046;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/12/17
105522;1046;Hotel K;Salvador (BH);2;263.41;526.82;2021/02/04
105523;1046;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/02/11
105524;1046;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/02/18
105525;1046;Hotel K;Salvador (BH);4;263.41;1053.64;2021/02/25
105528;1046;Hotel AU;Recife (PE);1;312.83;312.83;2021/03/18
105535;1046;Hotel K;Salvador (BH);1;263.41;263.41;2021/05/06
105536;1046;Hotel BW;Campo Grande (MS);4;60.39;241.56;2021/05/13
105538;1046;Hotel BP;Brasilia (DF);2;247.62;495.24;2021/05/27
105541;1046;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/06/17
105542;1046;Hotel BW;Campo Grande (MS);4;60.39;241.56;2021/06/24
105547;1046;Hotel K;Salvador (BH);2;263.41;526.82;2021/07/29
105550;1046;Hotel BW;Campo Grande (MS);3;60.39;181.17;2021/08/19
105551;1046;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/08/26
105553;1047;Hotel AU;Recife (PE);3;312.83;938.49;2019/10/03
105556;1047;Hotel Z;Aracaju (SE);4;208.04;832.16;2019/10/24
105558;1047;Hotel AU;Recife (PE);2;312.83;625.66;2019/11/07
105562;1047;Hotel Z;Aracaju (SE);4;208.04;832.16;2019/12/05
105564;1047;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2019/12/19
105565;1047;Hotel BD;Natal (RN);1;242.88;242.88;2019/12/26
105566;1047;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/01/02
105570;1047;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/01/30
105574;1047;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/02/27
105575;1047;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/03/05
105577;1047;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/03/19
105579;1047;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/04/02
105583;1047;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/04/30
105587;1047;Hotel BW;Campo Grande (MS);4;60.39;241.56;2020/05/28
105588;1047;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/06/04
105590;1047;Hotel AU;Recife (PE);4;312.83;1251.32;2020/06/18
105595;1047;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/07/23
105597;1047;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/08/06
105607;1047;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/10/15
105608;1047;Hotel BW;Campo Grande (MS);1;60.39;60.39;2020/10/22
105612;1047;Hotel AU;Recife (PE);2;312.83;625.66;2020/11/19
105618;1047;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/12/31
105629;1047;Hotel AU;Recife (PE);3;312.83;938.49;2021/03/18
105636;1047;Hotel K;Salvador (BH);1;263.41;263.41;2021/05/06
105637;1047;Hotel K;Salvador (BH);3;263.41;790.23;2021/05/13
105639;1047;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2021/05/27
105643;1047;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/06/24
105647;1047;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/07/22
105650;1047;Hotel BD;Natal (RN);3;242.88;728.64;2021/08/12
105652;1047;Hotel BP;Brasilia (DF);2;247.62;495.24;2021/08/26
105654;1047;Hotel AU;Recife (PE);1;312.83;312.83;2021/09/09
105655;1047;Hotel Z;Aracaju (SE);4;208.04;832.16;2021/09/16
105657;1047;Hotel AU;Recife (PE);3;312.83;938.49;2021/09/30
105661;1047;Hotel K;Salvador (BH);3;263.41;790.23;2021/10/28
105664;1048;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2019/09/26
105666;1048;Hotel K;Salvador (BH);3;263.41;790.23;2019/10/10
105671;1048;Hotel BD;Natal (RN);3;242.88;728.64;2019/11/14
105672;1048;Hotel BD;Natal (RN);4;242.88;971.52;2019/11/21
105679;1048;Hotel Z;Aracaju (SE);4;208.04;832.16;2020/01/09
105688;1048;Hotel AU;Recife (PE);4;312.83;1251.32;2020/03/12
105692;1048;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/04/09
105698;1048;Hotel K;Salvador (BH);4;263.41;1053.64;2020/05/21
105699;1048;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/05/28
105702;1048;Hotel BP;Brasilia (DF);1;247.62;247.62;2020/06/18
105705;1048;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/07/09
105706;1048;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/07/16
105710;1048;Hotel AU;Recife (PE);3;312.83;938.49;2020/08/13
105711;1048;Hotel BD;Natal (RN);3;242.88;728.64;2020/08/20
105719;1048;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/10/15
105720;1048;Hotel K;Salvador (BH);1;263.41;263.41;2020/10/22
105726;1048;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/12/03
105730;1048;Hotel Z;Aracaju (SE);4;208.04;832.16;2020/12/31
105732;1048;Hotel BP;Brasilia (DF);3;247.62;742.86;2021/01/14
105734;1048;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2021/01/28
105735;1048;Hotel BW;Campo Grande (MS);2;60.39;120.78;2021/02/04
105739;1048;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/03/04
105740;1048;Hotel K;Salvador (BH);2;263.41;526.82;2021/03/11
105742;1048;Hotel K;Salvador (BH);1;263.41;263.41;2021/03/25
105745;1048;Hotel AU;Recife (PE);2;312.83;625.66;2021/04/15
105750;1048;Hotel BD;Natal (RN);2;242.88;485.76;2021/05/20
105751;1048;Hotel K;Salvador (BH);3;263.41;790.23;2021/05/27
105753;1048;Hotel AU;Recife (PE);1;312.83;312.83;2021/06/10
105755;1048;Hotel AU;Recife (PE);4;312.83;1251.32;2021/06/24
105772;1048;Hotel K;Salvador (BH);3;263.41;790.23;2021/10/21
105773;1048;Hotel BW;Campo Grande (MS);4;60.39;241.56;2021/10/28
105776;1048;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/11/18
105780;1048;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/12/16
